Order_ID,Order Date-Time,Order_Priority,Cost
8388,2/23/2012-1:43:57,LOW,Rs 55
9761,1/22/2012-13:43:48,NOT SPECIFIED,Rs 11
9863,9/4/2011-13:53:52,CRITICAL,Rs 55
10342,11/22/2011-11:38:12,MEDIUM,Rs 72
10434,12/23/2009-7:4:3,HIGH,Rs 38
11040,10/23/2011-16:58:36,NOT SPECIFIED,Rs 64
11302,3/1/2009-9:41:51,LOW,Rs 22
11398,8/6/2012-19:32:51,HIGH,Rs 38
11584,11/22/2009-15:18:25,MEDIUM,Rs 99
11652,11/10/2011-4:41:39,NOT SPECIFIED,Rs 32
11686,1/27/2009-13:48:23,NOT SPECIFIED,Rs 96
13895,11/20/2010-6:50:20,HIGH,Rs 39
14820,1/9/2012-6:26:35,HIGH,Rs 3
15170,3/18/2009-6:14:3,CRITICAL,Rs 68
15780,4/13/2011-23:2:9,CRITICAL,Rs 91
16098,7/21/2012-20:27:26,LOW,Rs 19
16103,7/15/2012-10:47:25,NOT SPECIFIED,Rs 311
16610,10/10/2009-5:51:50,HIGH,Rs 9
18757,5/22/2012-16:30:47,LOW,Rs 44
19431,5/23/2009-17:32:2,NOT SPECIFIED,Rs 11
19584,4/16/2009-11:30:43,CRITICAL,Rs 33
20262,12/26/2009-5:33:21,NOT SPECIFIED,Rs 711
20545,10/9/2010-7:6:57,NOT SPECIFIED,Rs 92
20577,2/9/2010-11:1:50,CRITICAL,Rs 1
20804,11/26/2011-6:12:13,LOW,Rs 28
21414,5/4/2011-3:35:50,CRITICAL,Rs 43
21447,6/3/2010-1:46:10,NOT SPECIFIED,Rs 67
21479,8/28/2009-14:9:21,MEDIUM,Rs 711
22208,10/13/2009-6:57:1,HIGH,Rs 58
22279,12/22/2009-22:38:15,NOT SPECIFIED,Rs 2
23174,7/26/2012-5:35:21,LOW,Rs 72
23333,8/5/2009-5:34:20,MEDIUM,Rs 88
24640,1/29/2011-21:5:16,MEDIUM,Rs 23
25056,9/21/2010-9:22:51,NOT SPECIFIED,Rs 14
26244,8/3/2010-2:44:34,HIGH,Rs 511
27201,7/25/2012-6:14:18,HIGH,Rs 89
27808,1/26/2010-16:33:25,LOW,Rs 18
29573,1/16/2012-9:46:11,CRITICAL,Rs 67
29862,6/19/2011-19:3:30,MEDIUM,Rs 85
30433,6/9/2010-18:1:9,MEDIUM,Rs 82
30532,11/26/2011-18:2:15,HIGH,Rs 81
30597,8/5/2012-3:32:7,HIGH,Rs 12
30981,2/15/2011-6:8:38,LOW,Rs 87
31751,5/26/2011-21:6:49,HIGH,Rs 511
31873,11/8/2009-8:50:25,LOW,Rs 99
32000,9/13/2012-17:59:34,LOW,Rs 52
32737,10/28/2009-16:21:15,HIGH,Rs 811
35012,6/8/2012-21:17:19,MEDIUM,Rs 23
35042,12/2/2010-4:31:13,NOT SPECIFIED,Rs 89
35713,10/17/2012-5:49:5,MEDIUM,Rs 28
36229,9/21/2012-10:22:27,NOT SPECIFIED,Rs 74
36933,7/12/2011-23:29:41,HIGH,Rs 9
37152,5/22/2011-16:38:47,MEDIUM,Rs 25
37223,11/10/2011-4:19:29,LOW,Rs 58
37254,9/18/2009-7:17:29,HIGH,Rs 18
37441,2/24/2009-19:49:34,CRITICAL,Rs 82
38084,3/20/2009-17:56:19,NOT SPECIFIED,Rs 74
39168,5/17/2012-3:44:27,HIGH,Rs 32
39333,2/17/2010-15:54:14,CRITICAL,Rs 82
39589,8/2/2009-9:21:4,CRITICAL,Rs 59
39906,3/17/2009-20:30:4,MEDIUM,Rs 91
40097,1/9/2009-23:50:52,LOW,Rs 64
40193,9/2/2012-5:19:36,HIGH,Rs 3
40258,4/9/2009-3:32:18,NOT SPECIFIED,Rs 63
40544,4/6/2009-5:51:28,LOW,Rs 211
41765,12/9/2009-8:17:17,MEDIUM,Rs 54
42242,4/1/2009-7:9:33,NOT SPECIFIED,Rs 19
42369,8/5/2010-15:24:30,CRITICAL,Rs 811
42690,9/28/2010-18:21:27,LOW,Rs 82
45184,6/17/2010-20:54:45,LOW,Rs 94
45632,5/10/2010-22:28:3,NOT SPECIFIED,Rs 19
46276,12/9/2012-15:48:55,CRITICAL,Rs 1
46566,4/9/2012-4:50:6,MEDIUM,Rs 3
48198,11/20/2009-10:15:15,CRITICAL,Rs 16
48453,7/26/2009-17:48:52,MEDIUM,Rs 48
48518,4/2/2009-1:31:58,MEDIUM,Rs 3
49349,6/1/2011-2:17:12,HIGH,Rs 61
49668,12/2/2009-1:5:38,LOW,Rs 88
50309,3/15/2011-3:30:55,LOW,Rs 98
52327,12/20/2011-13:2:53,MEDIUM,Rs 65
52516,1/5/2012-20:23:1,HIGH,Rs 46
52800,10/10/2010-11:51:40,NOT SPECIFIED,Rs 63
53574,4/9/2012-22:52:51,MEDIUM,Rs 83
54023,7/22/2012-17:4:29,NOT SPECIFIED,Rs 67
55265,9/23/2009-12:44:55,LOW,Rs 35
55398,1/20/2010-22:48:3,MEDIUM,Rs 511
55458,3/16/2012-14:44:45,HIGH,Rs 65
55809,9/10/2011-16:16:24,CRITICAL,Rs 99
56992,4/18/2010-17:35:52,NOT SPECIFIED,Rs 411
58210,12/6/2012-19:4:8,MEDIUM,Rs 17
58277,1/24/2009-16:47:12,MEDIUM,Rs 73
58720,3/7/2010-12:33:24,NOT SPECIFIED,Rs 83
58820,2/27/2010-17:57:26,LOW,Rs 98
1382,8/16/2010-20:30:34,LOW,Rs 73
1411,12/20/2009-13:29:46,HIGH,Rs 99
1444,12/5/2009-11:30:38,MEDIUM,Rs 62
3942,6/27/2010-13:54:48,NOT SPECIFIED,Rs 44
4647,5/13/2009-15:22:37,MEDIUM,Rs 4
4960,2/25/2011-8:13:8,LOW,Rs 28
7367,6/5/2011-11:20:40,LOW,Rs 55
7938,3/13/2010-23:33:57,MEDIUM,Rs 2
8320,9/19/2009-7:13:36,NOT SPECIFIED,Rs 47
8807,2/25/2010-4:6:48,LOW,Rs 711
9062,3/20/2011-5:8:35,HIGH,Rs 62
9602,11/10/2012-13:34:59,CRITICAL,Rs 97
10209,11/29/2010-4:35:17,MEDIUM,Rs 6
10338,7/14/2011-22:51:11,NOT SPECIFIED,Rs 55
10688,5/12/2012-13:11:28,MEDIUM,Rs 88
11206,12/28/2009-22:23:50,LOW,Rs 14
11585,3/15/2009-1:3:39,MEDIUM,Rs 66
12868,3/1/2011-12:4:33,CRITICAL,Rs 26
14215,7/13/2012-23:43:26,MEDIUM,Rs 54
14662,11/16/2011-17:28:8,HIGH,Rs 77
14727,7/19/2012-15:25:10,MEDIUM,Rs 52
15781,9/3/2012-4:53:25,HIGH,Rs 18
17157,9/19/2012-9:41:51,LOW,Rs 74
17795,4/1/2009-9:53:26,MEDIUM,Rs 83
20449,1/3/2010-6:3:10,MEDIUM,Rs 28
21890,1/24/2011-20:36:20,NOT SPECIFIED,Rs 97
22020,5/17/2010-6:20:29,CRITICAL,Rs 411
22149,9/23/2011-22:21:47,LOW,Rs 16
23078,9/15/2011-11:30:14,MEDIUM,Rs 6
23619,12/21/2012-23:18:23,MEDIUM,Rs 94
24003,10/31/2009-22:54:16,CRITICAL,Rs 98
25442,1/5/2012-7:55:55,HIGH,Rs 27
25927,4/22/2009-15:33:19,MEDIUM,Rs 23
26243,7/16/2011-21:43:39,LOW,Rs 99
28515,6/30/2010-10:6:40,HIGH,Rs 48
29667,7/24/2009-20:28:18,NOT SPECIFIED,Rs 35
30023,10/15/2010-10:37:25,LOW,Rs 22
30215,2/26/2009-15:12:10,MEDIUM,Rs 65
31845,10/22/2012-21:46:1,LOW,Rs 69
32999,4/14/2009-7:55:18,LOW,Rs 711
35777,9/8/2010-9:38:45,CRITICAL,Rs 96
36005,9/17/2010-4:24:6,LOW,Rs 32
36196,8/6/2011-8:40:28,NOT SPECIFIED,Rs 25
36230,6/10/2009-3:40:55,HIGH,Rs 96
36294,8/20/2012-21:33:58,MEDIUM,Rs 41
36737,3/15/2010-3:46:18,NOT SPECIFIED,Rs 17
37287,11/1/2012-11:55:25,LOW,Rs 911
37831,7/26/2012-21:28:25,NOT SPECIFIED,Rs 15
38372,5/15/2010-6:32:32,HIGH,Rs 211
38912,10/28/2012-18:55:13,LOW,Rs 44
39040,5/21/2009-1:28:25,CRITICAL,Rs 54
40896,9/2/2011-5:2:40,NOT SPECIFIED,Rs 76
40994,10/9/2012-12:34:22,HIGH,Rs 211
41607,12/19/2009-15:16:4,MEDIUM,Rs 82
41666,3/3/2012-2:50:18,MEDIUM,Rs 27
42306,9/14/2012-6:52:47,HIGH,Rs 77
42469,11/8/2012-5:6:33,NOT SPECIFIED,Rs 24
42528,2/23/2010-12:41:42,MEDIUM,Rs 29
42884,3/12/2010-7:18:14,NOT SPECIFIED,Rs 29
43302,8/23/2011-11:13:24,LOW,Rs 5
43460,6/11/2012-8:34:40,MEDIUM,Rs 16
43972,3/16/2010-16:34:41,LOW,Rs 49
44000,10/4/2012-5:8:25,NOT SPECIFIED,Rs 71
46177,12/5/2010-4:20:52,LOW,Rs 78
48226,1/6/2009-7:10:11,LOW,Rs 96
48455,6/2/2009-19:8:51,CRITICAL,Rs 41
48929,10/22/2009-21:31:34,HIGH,Rs 24
48994,10/22/2010-20:35:59,NOT SPECIFIED,Rs 11
51111,2/9/2012-20:7:45,NOT SPECIFIED,Rs 19
55425,11/1/2011-16:29:8,CRITICAL,Rs 211
55815,1/13/2011-23:57:4,HIGH,Rs 62
55940,4/29/2009-23:56:6,NOT SPECIFIED,Rs 58
56166,8/4/2010-8:1:25,CRITICAL,Rs 25
57638,4/22/2012-4:56:28,LOW,Rs 71
57890,2/26/2009-5:15:35,CRITICAL,Rs 411
2244,1/8/2010-14:27:55,CRITICAL,Rs 14
3104,9/15/2010-5:52:12,MEDIUM,Rs 76
6179,6/2/2009-18:17:27,NOT SPECIFIED,Rs 56
11747,2/25/2010-21:37:41,MEDIUM,Rs 45
11877,5/23/2010-4:46:47,NOT SPECIFIED,Rs 21
15271,7/25/2010-8:4:50,CRITICAL,Rs 12
22561,1/20/2011-1:57:27,CRITICAL,Rs 611
25860,1/2/2010-8:44:14,LOW,Rs 24
775,3/17/2011-20:8:49,CRITICAL,Rs 69
900,9/30/2009-8:23:48,NOT SPECIFIED,Rs 87
964,5/19/2011-6:4:36,MEDIUM,Rs 67
2722,4/8/2009-5:40:1,LOW,Rs 21
3078,2/11/2010-8:35:30,HIGH,Rs 99
3456,5/31/2010-19:44:50,LOW,Rs 411
3556,9/22/2012-3:40:46,NOT SPECIFIED,Rs 311
3654,6/2/2012-19:48:1,LOW,Rs 44
3680,12/9/2012-14:8:46,NOT SPECIFIED,Rs 1
4162,2/9/2012-8:42:44,LOW,Rs 24
4896,8/21/2012-22:53:21,CRITICAL,Rs 31
4965,10/20/2010-9:1:42,LOW,Rs 36
5830,3/24/2010-13:42:44,MEDIUM,Rs 98
6695,6/27/2012-23:9:38,LOW,Rs 69
6885,6/19/2012-22:41:58,LOW,Rs 34
7458,4/4/2012-23:7:49,CRITICAL,Rs 811
9024,6/2/2012-22:19:52,MEDIUM,Rs 3
9894,3/18/2009-8:36:39,HIGH,Rs 83
11011,5/13/2012-5:43:33,HIGH,Rs 75
11271,10/18/2011-1:44:52,HIGH,Rs 23
12005,6/24/2012-2:58:30,NOT SPECIFIED,Rs 86
13284,8/12/2012-7:49:33,HIGH,Rs 62
13476,10/16/2010-23:40:7,NOT SPECIFIED,Rs 11
14182,6/22/2009-3:13:31,LOW,Rs 59
14528,6/15/2009-23:36:16,CRITICAL,Rs 5
15009,12/21/2011-5:39:59,NOT SPECIFIED,Rs 55
15619,6/28/2011-10:33:51,LOW,Rs 49
15971,8/14/2009-14:2:31,HIGH,Rs 84
16036,1/5/2012-2:33:24,MEDIUM,Rs 56
16452,8/23/2012-5:8:33,MEDIUM,Rs 19
17408,5/27/2009-5:11:56,NOT SPECIFIED,Rs 36
17410,9/1/2010-9:29:34,LOW,Rs 23
18849,8/5/2012-1:50:49,HIGH,Rs 3
19174,7/16/2010-7:24:48,MEDIUM,Rs 4
20098,12/8/2011-7:16:49,MEDIUM,Rs 58
20711,1/19/2009-1:58:50,CRITICAL,Rs 78
20932,7/29/2012-1:9:38,HIGH,Rs 58
21319,4/29/2010-12:4:44,MEDIUM,Rs 21
21344,12/9/2012-22:25:12,LOW,Rs 24
21538,7/27/2009-23:32:45,MEDIUM,Rs 111
21574,1/15/2010-2:34:40,CRITICAL,Rs 19
22242,6/15/2009-12:30:9,NOT SPECIFIED,Rs 36
23271,11/3/2010-8:53:32,HIGH,Rs 29
23428,10/28/2012-21:33:7,HIGH,Rs 59
25092,12/1/2010-11:41:16,HIGH,Rs 23
25280,5/21/2011-17:29:55,NOT SPECIFIED,Rs 4
25666,9/2/2012-3:13:44,CRITICAL,Rs 42
25669,1/16/2011-7:29:37,CRITICAL,Rs 13
26276,9/12/2010-19:2:25,LOW,Rs 15
26912,4/27/2012-23:3:26,LOW,Rs 57
27137,12/31/2011-8:43:42,HIGH,Rs 99
27335,11/6/2010-10:18:56,LOW,Rs 56
27430,1/31/2011-14:29:46,HIGH,Rs 85
27559,10/30/2011-13:23:44,HIGH,Rs 76
29797,6/26/2010-18:49:38,HIGH,Rs 3
31682,3/9/2010-19:50:10,LOW,Rs 64
32389,10/31/2010-13:3:7,MEDIUM,Rs 32
32420,7/29/2009-14:24:11,MEDIUM,Rs 72
33699,7/26/2009-23:16:49,LOW,Rs 2
33797,1/11/2009-20:54:14,NOT SPECIFIED,Rs 72
33958,2/2/2011-6:20:18,CRITICAL,Rs 55
36454,2/18/2011-3:57:47,CRITICAL,Rs 111
36609,5/14/2009-2:29:16,NOT SPECIFIED,Rs 32
36800,9/10/2010-19:22:38,HIGH,Rs 19
37443,4/15/2010-23:5:36,NOT SPECIFIED,Rs 47
37792,12/29/2011-21:2:40,HIGH,Rs 13
37829,9/29/2010-18:12:39,NOT SPECIFIED,Rs 86
38087,2/21/2009-5:16:9,CRITICAL,Rs 8
38341,5/18/2009-6:50:3,MEDIUM,Rs 72
38599,10/26/2009-10:45:16,HIGH,Rs 45
38721,3/24/2009-8:13:1,CRITICAL,Rs 48
38976,12/25/2010-9:7:2,CRITICAL,Rs 82
39300,4/22/2012-3:5:31,HIGH,Rs 94
39393,11/17/2010-12:6:39,NOT SPECIFIED,Rs 111
39842,12/19/2010-9:14:35,MEDIUM,Rs 72
41766,9/11/2012-15:54:5,CRITICAL,Rs 8
43813,7/21/2009-1:37:44,NOT SPECIFIED,Rs 94
44292,6/14/2011-4:6:11,NOT SPECIFIED,Rs 92
44583,10/4/2009-9:59:25,LOW,Rs 4
45381,8/21/2011-8:10:42,MEDIUM,Rs 18
46531,8/21/2011-15:59:56,LOW,Rs 33
47136,1/24/2011-8:29:28,MEDIUM,Rs 811
47813,8/27/2009-3:37:2,HIGH,Rs 711
48263,3/9/2010-14:16:49,MEDIUM,Rs 27
48706,10/30/2012-7:33:45,LOW,Rs 38
48963,10/19/2010-5:56:26,NOT SPECIFIED,Rs 24
49312,2/21/2011-5:22:8,CRITICAL,Rs 22
49472,7/16/2010-2:18:52,LOW,Rs 36
49891,9/12/2009-11:11:47,NOT SPECIFIED,Rs 62
49984,5/11/2009-15:30:12,LOW,Rs 67
50471,1/3/2012-6:11:13,LOW,Rs 17
51203,12/21/2011-3:5:41,HIGH,Rs 51
51233,12/9/2009-5:19:2,LOW,Rs 61
52195,10/26/2011-11:51:36,NOT SPECIFIED,Rs 66
53123,8/31/2009-2:51:38,NOT SPECIFIED,Rs 79
54533,12/18/2011-11:29:7,MEDIUM,Rs 75
55139,1/17/2010-11:46:9,NOT SPECIFIED,Rs 61
55392,6/6/2009-3:37:1,CRITICAL,Rs 55
55616,5/8/2011-17:38:1,HIGH,Rs 93
55909,5/19/2009-10:39:23,LOW,Rs 16
55938,7/2/2012-23:41:1,NOT SPECIFIED,Rs 45
56515,5/27/2011-4:28:53,MEDIUM,Rs 88
56768,7/27/2011-23:51:34,CRITICAL,Rs 45
56900,11/26/2011-12:32:43,NOT SPECIFIED,Rs 97
57056,11/8/2012-4:55:44,LOW,Rs 21
58372,4/2/2011-22:58:8,LOW,Rs 75
59270,1/11/2010-4:49:1,HIGH,Rs 99
59619,2/13/2010-19:42:53,NOT SPECIFIED,Rs 74
59781,12/12/2012-10:4:15,NOT SPECIFIED,Rs 78
132,6/10/2010-15:2:31,MEDIUM,Rs 88
258,12/28/2010-6:33:14,CRITICAL,Rs 55
325,10/16/2010-5:52:32,LOW,Rs 34
2084,3/16/2010-9:56:27,HIGH,Rs 51
3332,11/4/2009-3:37:7,CRITICAL,Rs 11
3397,6/22/2009-19:23:14,MEDIUM,Rs 44
3589,5/25/2009-22:2:27,HIGH,Rs 45
3905,12/20/2010-4:17:45,NOT SPECIFIED,Rs 58
4033,6/1/2010-1:14:51,LOW,Rs 65
4773,12/22/2011-14:41:15,CRITICAL,Rs 49
5189,11/25/2010-4:24:25,LOW,Rs 99
5510,1/7/2010-21:55:49,MEDIUM,Rs 41
6369,12/19/2009-17:3:57,HIGH,Rs 25
6373,1/23/2012-22:46:8,NOT SPECIFIED,Rs 25
6465,8/12/2011-10:23:42,LOW,Rs 5
7297,9/14/2009-3:15:50,HIGH,Rs 59
7751,12/23/2012-15:14:54,NOT SPECIFIED,Rs 53
8422,4/14/2009-7:56:8,MEDIUM,Rs 99
10245,2/13/2011-9:29:10,MEDIUM,Rs 52
11008,2/24/2009-16:30:46,CRITICAL,Rs 87
13472,10/26/2011-6:16:35,CRITICAL,Rs 211
14114,4/6/2009-7:6:58,CRITICAL,Rs 83
15399,5/13/2012-3:3:32,CRITICAL,Rs 73
16194,10/7/2010-16:51:47,NOT SPECIFIED,Rs 4
16229,3/29/2009-8:59:25,HIGH,Rs 94
16231,9/4/2012-9:47:56,LOW,Rs 36
16674,4/29/2011-6:56:59,LOW,Rs 95
16710,4/24/2011-17:6:40,HIGH,Rs 74
17698,5/13/2012-15:34:25,HIGH,Rs 27
18534,12/30/2011-5:39:28,LOW,Rs 14
18951,6/29/2011-6:7:38,CRITICAL,Rs 56
22115,6/15/2010-17:25:2,LOW,Rs 22
22338,5/14/2010-15:5:45,MEDIUM,Rs 61
22627,4/3/2010-4:48:3,LOW,Rs 39
22820,8/17/2010-17:29:13,HIGH,Rs 411
22880,5/30/2010-5:8:36,MEDIUM,Rs 84
23268,1/16/2012-5:43:27,HIGH,Rs 54
24102,11/30/2010-22:55:42,CRITICAL,Rs 97
24422,12/29/2011-10:59:31,CRITICAL,Rs 55
24644,7/28/2009-8:34:52,CRITICAL,Rs 13
26401,10/13/2010-18:5:30,MEDIUM,Rs 93
27938,5/5/2009-7:38:18,MEDIUM,Rs 4
29280,3/28/2012-16:4:40,MEDIUM,Rs 39
29346,8/16/2009-16:29:33,LOW,Rs 24
29349,6/10/2010-12:51:3,HIGH,Rs 47
29473,2/15/2012-16:23:8,MEDIUM,Rs 79
29893,6/16/2012-2:33:47,MEDIUM,Rs 78
30720,9/27/2012-19:42:3,LOW,Rs 62
30884,9/26/2010-3:8:23,LOW,Rs 8
31303,3/20/2011-11:13:59,LOW,Rs 43
31392,5/6/2010-19:26:3,LOW,Rs 41
31715,1/9/2009-14:21:23,NOT SPECIFIED,Rs 17
32965,2/24/2011-7:33:32,HIGH,Rs 73
33253,11/30/2011-17:20:43,NOT SPECIFIED,Rs 3
33959,7/31/2009-18:48:28,CRITICAL,Rs 711
35271,7/26/2010-9:22:3,HIGH,Rs 94
36390,10/12/2012-13:11:56,HIGH,Rs 63
37447,7/8/2009-22:52:30,LOW,Rs 311
38723,9/20/2012-14:37:9,CRITICAL,Rs 27
38851,6/10/2012-21:47:53,CRITICAL,Rs 44
39266,8/27/2012-16:48:37,HIGH,Rs 87
39780,6/7/2009-1:48:21,LOW,Rs 98
40005,7/25/2010-22:38:43,HIGH,Rs 37
40704,1/7/2009-17:47:34,LOW,Rs 311
41383,5/12/2010-14:52:46,LOW,Rs 9
41415,11/10/2009-2:28:3,LOW,Rs 811
41825,8/22/2009-12:21:59,CRITICAL,Rs 211
41826,10/16/2010-19:54:12,MEDIUM,Rs 11
42213,3/21/2011-2:5:15,CRITICAL,Rs 29
43588,9/1/2012-2:12:55,MEDIUM,Rs 69
45728,6/21/2010-21:14:5,HIGH,Rs 59
45984,1/27/2012-13:6:35,MEDIUM,Rs 11
45988,9/1/2009-15:4:7,CRITICAL,Rs 1
47106,10/25/2011-19:30:53,MEDIUM,Rs 86
47169,3/3/2010-5:27:8,MEDIUM,Rs 94
48071,3/3/2011-15:11:6,LOW,Rs 9
50276,2/14/2011-21:51:4,NOT SPECIFIED,Rs 99
51107,9/25/2012-18:54:5,NOT SPECIFIED,Rs 64
51783,11/11/2011-6:37:40,MEDIUM,Rs 36
52006,6/24/2009-2:44:18,MEDIUM,Rs 53
52934,7/27/2011-14:50:6,CRITICAL,Rs 111
54053,2/14/2012-12:7:8,HIGH,Rs 92
55239,12/3/2012-22:12:55,CRITICAL,Rs 27
58599,1/14/2010-12:43:57,CRITICAL,Rs 25
326,6/3/2011-17:39:47,HIGH,Rs 93
614,11/30/2012-20:45:39,HIGH,Rs 34
898,6/2/2010-9:46:43,HIGH,Rs 211
1031,8/31/2009-23:29:11,MEDIUM,Rs 48
1447,10/14/2012-12:25:43,HIGH,Rs 71
2150,6/2/2009-19:50:52,MEDIUM,Rs 77
2211,6/29/2009-10:20:49,HIGH,Rs 911
2307,6/28/2010-6:13:38,LOW,Rs 52
2370,1/16/2009-10:39:46,CRITICAL,Rs 77
2374,10/28/2010-7:56:47,NOT SPECIFIED,Rs 7
3138,2/8/2009-15:46:3,NOT SPECIFIED,Rs 51
3141,11/9/2011-18:27:15,CRITICAL,Rs 29
4515,3/16/2012-18:28:52,CRITICAL,Rs 94
4708,9/30/2009-23:50:3,CRITICAL,Rs 1
5155,6/11/2009-8:59:3,HIGH,Rs 75
5382,1/12/2012-10:15:58,LOW,Rs 14
5414,3/24/2010-6:34:9,NOT SPECIFIED,Rs 46
6433,11/22/2011-17:13:51,MEDIUM,Rs 71
6464,5/28/2009-12:37:18,MEDIUM,Rs 34
7846,6/25/2011-3:4:46,LOW,Rs 44
7936,4/5/2010-4:18:59,LOW,Rs 511
8195,1/6/2011-4:16:43,MEDIUM,Rs 19
8293,8/10/2012-21:16:8,LOW,Rs 54
9248,12/23/2009-1:4:38,NOT SPECIFIED,Rs 1
9347,8/9/2012-21:27:17,LOW,Rs 61
9472,6/16/2011-12:17:34,CRITICAL,Rs 41
9733,3/17/2009-4:37:50,NOT SPECIFIED,Rs 56
10054,4/28/2011-19:5:34,HIGH,Rs 39
10627,2/24/2010-5:52:17,LOW,Rs 8
10629,9/11/2009-5:44:36,CRITICAL,Rs 11
10784,7/5/2010-2:3:4,NOT SPECIFIED,Rs 74
10823,6/12/2012-7:31:50,LOW,Rs 11
10919,3/27/2010-13:17:8,HIGH,Rs 29
11429,3/3/2010-12:8:2,LOW,Rs 97
11650,9/24/2012-6:1:32,NOT SPECIFIED,Rs 63
13347,4/23/2010-23:11:51,NOT SPECIFIED,Rs 51
13381,8/17/2011-9:7:22,MEDIUM,Rs 93
13634,4/18/2011-9:23:18,HIGH,Rs 75
13729,1/1/2009-7:25:2,NOT SPECIFIED,Rs 72
13730,5/9/2011-23:32:56,HIGH,Rs 37
14113,8/4/2011-3:35:31,HIGH,Rs 85
14210,6/26/2012-19:25:48,NOT SPECIFIED,Rs 711
14272,2/12/2012-13:50:24,MEDIUM,Rs 411
14401,8/4/2011-8:42:59,NOT SPECIFIED,Rs 2
15941,12/10/2011-14:10:48,NOT SPECIFIED,Rs 21
18023,2/24/2011-15:14:42,MEDIUM,Rs 64
18341,7/18/2010-1:41:22,CRITICAL,Rs 26
18400,12/6/2011-3:48:44,NOT SPECIFIED,Rs 77
18950,2/27/2012-4:53:50,LOW,Rs 29
19111,10/4/2009-6:45:9,LOW,Rs 14
19139,12/3/2010-15:42:37,NOT SPECIFIED,Rs 56
19332,2/27/2012-6:20:50,HIGH,Rs 93
20965,12/20/2009-5:23:59,CRITICAL,Rs 43
21249,9/19/2010-20:56:23,LOW,Rs 711
22529,5/7/2010-1:6:18,MEDIUM,Rs 111
23303,6/20/2009-2:28:55,NOT SPECIFIED,Rs 95
23398,3/13/2009-8:41:7,MEDIUM,Rs 66
24356,5/11/2010-3:58:46,MEDIUM,Rs 6
25188,1/3/2011-8:38:46,MEDIUM,Rs 51
25249,11/6/2012-10:3:17,MEDIUM,Rs 62
26948,11/22/2011-23:17:5,HIGH,Rs 111
27232,8/18/2010-15:20:28,NOT SPECIFIED,Rs 66
27622,2/6/2011-1:8:36,MEDIUM,Rs 55
28002,10/10/2009-7:2:22,CRITICAL,Rs 85
28390,2/7/2012-16:23:33,HIGH,Rs 25
29223,1/20/2012-4:7:14,HIGH,Rs 71
29351,10/3/2011-22:36:54,MEDIUM,Rs 82
29506,6/14/2011-19:19:25,CRITICAL,Rs 85
29633,6/22/2009-7:33:50,CRITICAL,Rs 58
29764,7/22/2012-4:36:3,CRITICAL,Rs 83
29958,1/6/2011-5:7:11,HIGH,Rs 39
31616,8/28/2010-6:45:3,CRITICAL,Rs 19
31907,5/18/2010-3:50:17,LOW,Rs 58
32001,10/28/2011-14:21:51,LOW,Rs 51
32069,11/19/2011-15:35:8,NOT SPECIFIED,Rs 32
32102,12/14/2012-11:5:42,MEDIUM,Rs 81
32450,12/19/2011-17:32:10,MEDIUM,Rs 19
32546,3/18/2011-11:6:1,CRITICAL,Rs 59
33029,5/31/2012-2:8:19,HIGH,Rs 611
33061,7/15/2011-22:6:33,HIGH,Rs 46
33478,6/14/2010-10:53:10,HIGH,Rs 55
33540,6/6/2011-22:54:15,LOW,Rs 52
33862,6/22/2010-22:38:55,NOT SPECIFIED,Rs 44
34470,2/1/2012-2:1:22,CRITICAL,Rs 83
36161,1/16/2010-11:21:21,CRITICAL,Rs 13
37760,8/14/2009-2:54:34,HIGH,Rs 95
37895,3/30/2012-17:49:43,CRITICAL,Rs 26
38403,5/21/2011-7:3:24,LOW,Rs 24
38630,4/17/2010-10:19:42,MEDIUM,Rs 38
40165,3/2/2011-19:50:52,HIGH,Rs 92
40194,10/6/2010-16:57:3,NOT SPECIFIED,Rs 81
40454,4/21/2011-1:32:15,NOT SPECIFIED,Rs 47
40672,10/29/2012-6:18:12,LOW,Rs 59
40833,7/15/2010-2:25:12,LOW,Rs 76
41441,1/23/2012-7:25:54,MEDIUM,Rs 54
43076,6/16/2010-22:18:48,NOT SPECIFIED,Rs 87
43233,6/19/2010-18:58:52,CRITICAL,Rs 79
43332,9/10/2012-18:57:37,HIGH,Rs 54
43362,1/12/2009-9:11:15,CRITICAL,Rs 17
43488,6/18/2012-4:25:20,CRITICAL,Rs 24
43526,5/26/2010-13:14:29,HIGH,Rs 52
44134,10/30/2009-18:27:46,HIGH,Rs 88
44196,8/22/2009-9:59:6,NOT SPECIFIED,Rs 45
44358,4/1/2010-18:55:36,HIGH,Rs 9
44480,5/12/2010-7:14:8,MEDIUM,Rs 88
44546,3/24/2010-23:13:16,CRITICAL,Rs 211
44647,1/24/2012-18:46:34,LOW,Rs 26
45376,12/2/2011-21:59:36,CRITICAL,Rs 88
46115,3/2/2011-23:58:20,CRITICAL,Rs 411
47109,9/11/2011-8:9:17,HIGH,Rs 7
47556,7/25/2010-5:13:41,LOW,Rs 63
47712,7/13/2010-11:35:28,LOW,Rs 15
48135,4/19/2009-9:51:49,HIGH,Rs 71
48161,5/23/2011-11:4:27,NOT SPECIFIED,Rs 47
48515,12/20/2011-11:54:42,CRITICAL,Rs 62
50567,2/5/2012-22:46:13,MEDIUM,Rs 4
51623,1/13/2009-22:37:23,CRITICAL,Rs 2
